email_id,true_label,source,phishing_characteristics,phishing_persuasion,phishing_final_assessment,etiquette,content,personalization,personalization_persuasion
95,1,Nigerian Fraud,1,1,1,0,0,0.0,0.0
96,1,Nigerian Fraud,0,0,0,1,1,0.0,0.0
97,1,Nigerian Fraud,1,1,1,0,0,0.0,0.0
98,1,Nigerian Fraud,1,1,1,0,0,0.0,0.0
99,1,Nigerian Fraud,0,0,0,1,1,0.0,1.0
100,1,Nigerian Fraud,1,1,1,0,0,0.0,0.0
101,1,Nigerian Fraud,0,0,0,1,1,1.0,1.0
102,1,Nigerian Fraud,0,0,0,1,1,0.0,0.0
103,1,Nigerian Fraud,1,1,1,0,0,0.0,0.0
104,1,Nigerian Fraud,1,1,1,0,0,0.0,0.0
105,1,Nigerian Fraud,0,0,0,1,1,1.0,1.0
106,1,Nigerian Fraud,0,0,0,1,1,1.0,1.0
107,1,Nigerian Fraud,0,0,0,1,0,0.0,0.0
108,1,Nigerian Fraud,1,1,1,0,0,0.0,0.0
109,1,Nigerian Fraud,0,0,0,1,0,0.0,0.0
110,1,Nigerian Fraud,1,1,1,0,0,0.0,0.0
111,1,Nigerian Fraud,0,0,0,1,1,1.0,1.0
112,1,Nigerian Fraud,1,1,1,0,0,0.0,0.0
113,1,Nigerian Fraud,0,0,0,1,0,1.0,0.0
114,1,Nigerian Fraud,1,1,1,0,0,0.0,0.0
115,1,Nigerian Fraud,0,0,0,1,1,1.0,1.0
116,1,Nigerian Fraud,0,0,0,1,1,1.0,1.0
117,1,Nigerian Fraud,1,1,1,0,0,0.0,0.0
118,1,Nigerian Fraud,0,0,0,1,1,1.0,1.0
119,1,Nigerian Fraud,1,1,1,0,0,0.0,0.0
120,1,Nigerian Fraud,0,0,0,1,1,1.0,1.0
121,1,Nigerian Fraud,1,1,1,0,0,0.0,0.0
122,1,Nigerian Fraud,1,1,1,0,0,0.0,0.0
123,1,Nigerian Fraud,1,1,1,0,0,0.0,0.0
124,1,Nigerian Fraud,1,1,1,0,0,0.0,0.0
125,1,Nigerian Fraud,1,1,1,0,0,0.0,0.0
126,1,Nigerian Fraud,0,0,0,1,1,0.0,0.0
127,1,Nigerian Fraud,0,0,0,1,1,0.0,0.0
128,1,Nigerian Fraud,1,1,1,0,0,0.0,0.0
129,1,Nigerian Fraud,0,0,0,1,1,0.0,0.0
130,1,Nigerian Fraud,1,1,1,0,0,0.0,0.0
131,1,Nigerian Fraud,1,1,1,0,0,0.0,0.0
132,1,Nigerian Fraud,0,0,0,1,1,0.0,0.0
133,1,Nigerian Fraud,0,0,0,1,1,0.0,0.0
134,1,Nigerian Fraud,0,0,0,1,1,0.0,0.0
135,1,Nigerian Fraud,0,0,0,1,1,1.0,1.0
136,1,Nigerian Fraud,1,1,1,0,0,0.0,0.0
137,1,Nigerian Fraud,1,1,1,0,0,0.0,0.0
138,1,Nigerian Fraud,1,1,1,0,0,0.0,0.0
139,1,Nigerian Fraud,1,1,1,0,0,0.0,0.0
140,1,Nigerian Fraud,1,1,1,0,0,0.0,0.0
141,1,Nigerian Fraud,0,0,0,1,1,1.0,1.0
142,1,Nigerian Fraud,1,1,1,0,0,0.0,0.0
143,1,Nigerian Fraud,0,0,0,1,1,1.0,1.0
144,1,Nigerian Fraud,0,0,0,1,1,1.0,1.0
145,1,Nigerian Fraud,1,1,1,0,0,0.0,0.0
146,1,Nigerian Fraud,0,0,0,1,1,0.0,0.0
147,1,Nigerian Fraud,0,0,0,1,1,0.0,0.0
148,1,Nigerian Fraud,0,0,0,1,1,1.0,1.0
149,1,Nigerian Fraud,1,1,1,0,0,0.0,0.0
150,1,CEAS_08,1,1,1,0,0,0.0,0.0
151,1,CEAS_08,1,1,1,0,0,0.0,0.0
152,1,CEAS_08,0,0,0,1,0,1.0,0.0
153,1,CEAS_08,0,0,0,1,1,1.0,1.0
154,1,CEAS_08,0,0,0,1,1,1.0,1.0
155,1,CEAS_08,0,0,0,1,1,1.0,1.0
156,1,CEAS_08,0,0,0,1,1,1.0,1.0
157,1,CEAS_08,0,0,0,1,1,1.0,1.0
158,1,CEAS_08,0,0,0,1,1,1.0,1.0
159,1,CEAS_08,0,0,0,1,1,1.0,1.0
160,1,CEAS_08,0,0,0,1,0,0.0,0.0
161,1,CEAS_08,0,0,0,1,1,1.0,1.0
162,1,CEAS_08,0,0,0,1,1,1.0,1.0
163,1,CEAS_08,0,0,0,1,0,1.0,0.0
164,1,CEAS_08,1,1,1,0,0,0.0,0.0
165,1,CEAS_08,0,0,0,1,1,1.0,1.0
166,1,CEAS_08,0,0,0,1,1,1.0,1.0
167,1,CEAS_08,1,1,1,0,0,0.0,0.0
168,1,CEAS_08,0,0,0,1,1,1.0,1.0
169,1,CEAS_08,0,0,0,1,0,1.0,0.0
170,1,CEAS_08,0,0,0,1,1,1.0,1.0
171,1,CEAS_08,0,0,0,1,1,1.0,1.0
172,1,CEAS_08,0,0,0,1,1,1.0,0.0
173,1,CEAS_08,0,0,0,1,1,1.0,1.0
174,1,CEAS_08,0,0,0,1,1,0.0,0.0
175,1,CEAS_08,0,0,0,1,1,1.0,1.0
176,1,CEAS_08,0,0,0,1,1,1.0,1.0
177,1,CEAS_08,0,0,0,1,1,1.0,1.0
178,1,CEAS_08,0,0,0,0,0,1.0,0.0
179,1,CEAS_08,0,0,0,1,1,1.0,1.0
180,1,CEAS_08,0,0,0,1,1,1.0,1.0
181,1,CEAS_08,0,0,0,1,0,1.0,0.0
182,1,CEAS_08,0,0,0,1,1,0.0,0.0
183,1,CEAS_08,0,0,0,1,1,1.0,1.0
184,1,CEAS_08,0,0,0,1,1,1.0,1.0
185,1,CEAS_08,0,0,0,1,1,1.0,1.0
186,1,CEAS_08,0,0,0,1,1,1.0,1.0
187,1,CEAS_08,1,1,1,0,0,0.0,0.0
188,1,CEAS_08,0,0,0,1,1,1.0,1.0
189,1,CEAS_08,0,0,0,1,1,1.0,1.0
190,1,CEAS_08,0,0,0,1,1,1.0,1.0
191,1,CEAS_08,0,0,0,1,1,1.0,1.0
192,1,CEAS_08,0,0,0,1,1,1.0,1.0
193,1,CEAS_08,0,0,0,1,0,0.0,0.0
194,1,CEAS_08,0,0,0,1,1,1.0,1.0
195,1,CEAS_08,0,0,0,1,1,1.0,1.0
196,1,CEAS_08,0,0,0,1,1,1.0,1.0
197,1,CEAS_08,1,1,1,0,0,0.0,0.0
198,1,CEAS_08,0,0,0,1,1,1.0,1.0
199,1,CEAS_08,0,0,0,1,1,1.0,0.0
200,1,CEAS_08,0,0,0,1,1,1.0,1.0
201,1,CEAS_08,0,0,0,1,1,1.0,1.0
202,1,CEAS_08,0,0,0,1,1,0.0,0.0
203,1,CEAS_08,0,0,0,1,1,1.0,1.0
204,1,CEAS_08,0,0,0,1,1,1.0,1.0
205,1,CEAS_08,0,0,0,1,1,1.0,1.0
206,1,CEAS_08,0,0,0,1,1,1.0,1.0
207,1,CEAS_08,0,0,0,1,1,1.0,1.0
208,1,CEAS_08,0,0,0,1,1,1.0,1.0
209,1,CEAS_08,0,0,0,1,1,1.0,1.0
210,1,CEAS_08,0,0,0,1,0,0.0,0.0
211,1,CEAS_08,0,0,0,1,1,1.0,1.0
212,1,CEAS_08,0,0,0,1,1,1.0,1.0
213,1,CEAS_08,0,0,0,1,1,1.0,1.0
214,1,CEAS_08,0,0,0,1,1,1.0,1.0
215,1,CEAS_08,0,0,0,1,1,1.0,1.0
216,1,CEAS_08,0,0,0,1,1,1.0,1.0
217,1,CEAS_08,0,0,0,1,1,1.0,1.0
218,1,CEAS_08,0,0,0,1,1,1.0,1.0
219,1,CEAS_08,0,0,0,1,0,1.0,0.0
220,1,CEAS_08,1,1,1,0,0,0.0,0.0
221,1,CEAS_08,0,0,0,1,1,1.0,1.0
222,1,CEAS_08,0,0,0,1,1,1.0,1.0
223,1,CEAS_08,0,0,0,1,1,1.0,1.0
224,1,CEAS_08,0,0,0,1,1,1.0,1.0
225,0,CEAS_08,0,0,0,1,1,1.0,1.0
226,0,CEAS_08,0,0,0,1,1,1.0,1.0
227,0,CEAS_08,0,0,0,1,1,1.0,1.0
228,0,CEAS_08,0,0,0,1,1,1.0,1.0
229,0,CEAS_08,0,0,0,1,1,1.0,1.0
230,0,CEAS_08,0,0,0,1,1,1.0,1.0
231,0,CEAS_08,0,0,0,1,1,1.0,1.0
232,0,CEAS_08,0,0,0,1,1,1.0,1.0
233,0,CEAS_08,0,0,0,1,1,1.0,1.0
234,0,CEAS_08,0,0,0,1,1,1.0,1.0
235,0,CEAS_08,0,0,0,1,1,1.0,1.0
236,0,CEAS_08,0,0,0,1,1,1.0,1.0
237,0,CEAS_08,0,0,0,1,1,1.0,1.0
238,0,CEAS_08,0,0,0,1,1,1.0,1.0
239,0,CEAS_08,0,0,0,1,1,1.0,1.0
240,0,CEAS_08,0,0,0,1,1,1.0,1.0
241,0,CEAS_08,0,0,0,1,1,1.0,1.0
242,0,CEAS_08,0,0,0,1,1,1.0,1.0
243,0,CEAS_08,0,0,0,1,1,1.0,1.0
244,0,CEAS_08,0,0,0,1,1,1.0,1.0
245,0,CEAS_08,0,0,0,1,1,1.0,1.0
246,0,CEAS_08,0,0,0,1,1,1.0,1.0
247,0,CEAS_08,0,0,0,1,1,1.0,1.0
248,0,CEAS_08,0,0,0,1,1,1.0,1.0
249,0,CEAS_08,0,0,0,1,1,1.0,1.0
250,0,CEAS_08,0,0,0,1,1,1.0,1.0
251,0,CEAS_08,0,0,0,1,1,1.0,1.0
252,0,CEAS_08,0,0,0,1,1,1.0,1.0
253,0,CEAS_08,0,0,0,1,1,1.0,1.0
254,0,CEAS_08,0,0,0,1,1,1.0,1.0
255,0,CEAS_08,0,0,0,1,1,1.0,1.0
256,0,CEAS_08,0,0,0,1,1,1.0,1.0
257,0,CEAS_08,0,0,0,1,1,1.0,1.0
258,0,CEAS_08,0,0,0,1,1,1.0,1.0
259,0,CEAS_08,0,0,0,1,1,1.0,1.0
260,0,CEAS_08,0,0,0,1,1,1.0,1.0
261,0,CEAS_08,0,0,0,1,1,1.0,1.0
262,0,CEAS_08,0,0,0,1,1,1.0,1.0
263,0,CEAS_08,0,0,0,1,1,1.0,1.0
264,0,CEAS_08,0,0,0,1,1,1.0,1.0
265,0,CEAS_08,0,0,0,1,1,1.0,1.0
266,0,CEAS_08,0,0,0,1,1,1.0,1.0
267,0,CEAS_08,0,0,0,1,1,1.0,1.0
268,0,CEAS_08,0,0,0,1,1,1.0,1.0
269,0,CEAS_08,0,0,0,1,1,1.0,1.0
270,0,CEAS_08,0,0,0,1,1,1.0,1.0
271,0,CEAS_08,0,0,0,1,1,1.0,1.0
272,0,CEAS_08,0,0,0,1,1,1.0,1.0
273,0,CEAS_08,0,0,0,1,1,1.0,1.0
274,0,CEAS_08,0,0,0,1,1,1.0,1.0
275,0,CEAS_08,0,0,0,1,1,1.0,1.0
276,0,CEAS_08,0,0,0,1,1,1.0,1.0
277,0,CEAS_08,0,0,0,1,1,1.0,1.0
278,0,CEAS_08,0,0,0,1,1,1.0,1.0
279,0,CEAS_08,0,0,0,1,1,1.0,1.0
280,0,CEAS_08,0,0,0,1,1,1.0,1.0
281,0,CEAS_08,0,0,0,1,1,1.0,1.0
282,0,CEAS_08,0,0,0,1,1,1.0,1.0
283,0,CEAS_08,0,0,0,1,1,1.0,1.0
284,0,CEAS_08,0,0,0,1,1,1.0,1.0
285,0,CEAS_08,0,0,0,1,1,1.0,1.0
286,0,CEAS_08,0,0,0,1,1,1.0,1.0
287,0,CEAS_08,0,0,0,1,1,1.0,1.0
288,0,CEAS_08,0,0,0,1,1,1.0,1.0
289,0,CEAS_08,0,0,0,1,1,1.0,1.0
290,0,CEAS_08,0,0,0,1,1,1.0,1.0
291,0,CEAS_08,0,0,0,1,1,1.0,1.0
292,0,CEAS_08,0,0,0,1,1,1.0,1.0
293,0,CEAS_08,0,0,0,1,1,1.0,1.0
294,0,CEAS_08,0,0,0,1,1,1.0,1.0
295,0,CEAS_08,0,0,0,1,1,1.0,1.0
296,0,CEAS_08,0,0,0,1,1,1.0,1.0
297,0,CEAS_08,0,0,0,1,1,1.0,1.0
298,0,CEAS_08,0,0,0,1,1,1.0,1.0
299,0,CEAS_08,0,0,0,1,1,1.0,1.0
300,0,CEAS_08,0,0,0,1,1,1.0,1.0
301,0,CEAS_08,0,0,0,1,1,1.0,1.0
302,0,CEAS_08,0,0,0,1,1,1.0,1.0
303,0,CEAS_08,0,0,0,1,1,1.0,1.0
304,0,CEAS_08,0,0,0,1,1,1.0,1.0
305,0,CEAS_08,0,0,0,1,1,1.0,1.0
306,0,CEAS_08,0,0,0,1,1,1.0,1.0
307,0,CEAS_08,0,0,0,1,1,1.0,1.0
308,0,CEAS_08,0,0,0,1,1,1.0,1.0
309,0,CEAS_08,0,0,0,1,1,1.0,1.0
310,0,CEAS_08,0,0,0,1,1,1.0,1.0
311,0,CEAS_08,0,0,0,1,1,1.0,1.0
312,0,CEAS_08,0,0,0,1,1,1.0,1.0
313,0,CEAS_08,0,0,0,1,1,1.0,1.0
314,0,CEAS_08,0,0,0,1,1,1.0,1.0
315,0,CEAS_08,0,0,0,1,1,1.0,1.0
316,0,CEAS_08,0,0,0,1,1,1.0,1.0
317,0,CEAS_08,0,0,0,1,1,1.0,1.0
318,0,CEAS_08,0,0,0,1,1,1.0,1.0
319,0,CEAS_08,0,0,0,1,1,1.0,1.0
320,0,CEAS_08,0,0,0,1,1,1.0,1.0
321,0,CEAS_08,0,0,0,1,1,1.0,1.0
322,0,CEAS_08,0,0,0,1,1,1.0,1.0
323,0,CEAS_08,0,0,0,1,1,1.0,1.0
324,0,CEAS_08,0,0,0,1,1,1.0,1.0
325,0,CEAS_08,0,0,0,1,1,1.0,1.0
326,0,CEAS_08,0,0,0,1,1,1.0,1.0
327,0,CEAS_08,0,0,0,1,1,1.0,1.0
328,0,CEAS_08,0,0,0,1,1,1.0,1.0
329,0,CEAS_08,0,0,0,1,1,1.0,1.0
330,0,CEAS_08,0,0,0,1,1,1.0,1.0
331,0,CEAS_08,0,0,0,1,1,1.0,1.0
332,0,CEAS_08,0,0,0,1,1,1.0,1.0
333,0,CEAS_08,0,0,0,1,1,1.0,1.0
334,0,CEAS_08,0,0,0,1,1,1.0,1.0
335,0,CEAS_08,0,0,0,1,1,1.0,1.0
336,0,CEAS_08,0,0,0,1,1,1.0,1.0
337,0,CEAS_08,0,0,0,1,1,1.0,1.0
338,0,CEAS_08,0,0,0,1,1,1.0,1.0
339,0,CEAS_08,0,0,0,1,1,1.0,1.0
340,0,CEAS_08,0,0,0,1,1,1.0,1.0
341,0,CEAS_08,0,0,0,1,1,1.0,1.0
342,0,CEAS_08,0,0,0,1,1,1.0,1.0
343,0,CEAS_08,0,0,0,1,1,1.0,1.0
344,0,CEAS_08,0,0,0,1,1,1.0,1.0
345,0,CEAS_08,0,0,0,1,1,1.0,1.0
346,0,CEAS_08,0,0,0,1,1,1.0,1.0
347,0,CEAS_08,0,0,0,1,1,1.0,1.0
348,0,CEAS_08,0,0,0,1,1,1.0,1.0
349,0,CEAS_08,0,0,0,1,1,1.0,1.0
350,0,CEAS_08,0,0,0,1,1,1.0,1.0
351,0,CEAS_08,0,0,0,1,1,1.0,1.0
352,0,CEAS_08,0,0,0,1,1,1.0,1.0
353,0,CEAS_08,0,0,0,1,1,1.0,1.0
354,0,CEAS_08,0,0,0,1,1,1.0,1.0
355,0,CEAS_08,0,0,0,1,1,1.0,1.0
356,0,CEAS_08,0,0,0,1,1,1.0,1.0
357,0,CEAS_08,0,0,0,1,1,1.0,1.0
358,0,CEAS_08,0,0,0,1,1,1.0,1.0
359,0,CEAS_08,0,0,0,1,1,1.0,1.0
360,0,CEAS_08,0,0,0,1,1,1.0,1.0
361,0,CEAS_08,0,0,0,1,1,1.0,1.0
362,0,CEAS_08,0,0,0,1,1,1.0,1.0
363,0,CEAS_08,0,0,0,1,1,1.0,1.0
364,0,CEAS_08,0,0,0,1,1,1.0,1.0
365,0,CEAS_08,0,0,0,1,1,1.0,1.0
366,0,CEAS_08,0,0,0,1,1,1.0,1.0
367,0,CEAS_08,0,0,0,1,1,1.0,1.0
368,0,CEAS_08,0,0,0,1,1,1.0,1.0
369,0,CEAS_08,0,0,0,1,1,1.0,1.0
370,0,CEAS_08,0,0,0,1,1,1.0,1.0
371,0,CEAS_08,0,0,0,1,1,1.0,1.0
372,0,CEAS_08,0,0,0,1,1,1.0,1.0
373,0,CEAS_08,0,0,0,1,1,1.0,1.0
374,0,CEAS_08,0,0,0,1,1,1.0,1.0
375,1,Enron,0,0,0,1,1,1.0,1.0
376,1,Enron,0,0,0,1,1,1.0,1.0
377,1,Enron,0,0,0,1,1,1.0,1.0
378,1,Enron,0,0,0,1,1,1.0,1.0
379,1,Enron,0,0,0,1,1,1.0,1.0
380,1,Enron,0,0,0,1,1,1.0,1.0
381,1,Enron,0,0,0,1,0,1.0,0.0
382,1,Enron,0,0,0,1,1,1.0,1.0
383,1,Enron,0,0,0,1,1,1.0,1.0
384,1,Enron,0,0,0,1,1,1.0,1.0
385,1,Enron,0,0,0,1,1,1.0,1.0
386,1,Enron,0,0,0,1,1,1.0,1.0
387,1,Enron,0,0,0,1,1,1.0,1.0
388,1,Enron,0,0,0,1,1,1.0,1.0
389,1,Enron,0,0,0,1,0,1.0,0.0
390,1,Enron,0,0,0,1,1,1.0,1.0
391,1,Enron,1,1,1,0,0,0.0,0.0
392,1,Enron,0,0,0,1,1,1.0,1.0
393,1,Enron,0,0,0,1,1,1.0,1.0
394,1,Enron,0,0,0,1,1,1.0,1.0
395,1,Enron,0,0,0,1,1,1.0,1.0
396,1,Enron,0,0,0,1,1,1.0,1.0
397,1,Enron,0,0,0,1,1,1.0,1.0
398,1,Enron,0,0,0,1,1,1.0,1.0
399,1,Enron,1,1,1,0,0,0.0,0.0
400,1,Enron,0,0,0,1,1,1.0,1.0
401,1,Enron,0,0,0,1,1,1.0,1.0
402,1,Enron,0,0,0,1,1,1.0,1.0
403,1,Enron,0,0,0,1,1,1.0,1.0
404,1,Enron,0,0,0,1,1,1.0,1.0
405,1,Enron,0,0,0,1,1,1.0,0.0
406,1,Enron,0,0,0,1,1,1.0,1.0
407,1,Enron,0,0,0,1,1,1.0,1.0
408,1,Enron,0,0,0,1,1,1.0,1.0
409,1,Enron,0,0,0,1,1,1.0,1.0
410,1,Enron,0,0,0,1,1,1.0,1.0
411,1,Enron,0,0,0,1,1,1.0,1.0
412,1,Enron,0,0,0,1,1,1.0,1.0
413,1,Enron,0,0,0,1,1,0.0,0.0
414,1,Enron,0,0,0,1,1,1.0,1.0
415,1,Enron,1,1,1,0,0,1.0,0.0
416,1,Enron,0,0,0,1,1,1.0,0.0
417,1,Enron,0,0,0,1,1,1.0,1.0
418,1,Enron,0,0,0,1,1,1.0,1.0
419,1,Enron,0,0,0,1,1,1.0,1.0
420,1,Enron,0,0,0,1,1,1.0,1.0
421,1,Enron,0,0,0,1,0,1.0,0.0
422,1,Enron,0,0,0,1,1,1.0,1.0
423,1,Enron,0,0,0,1,1,1.0,1.0
424,1,Enron,1,1,1,0,0,1.0,0.0
425,1,Enron,0,0,0,1,1,1.0,1.0
426,1,Enron,0,0,0,1,1,1.0,0.0
427,1,Enron,0,0,0,1,1,1.0,0.0
428,1,Enron,0,0,0,1,1,1.0,1.0
429,1,Enron,0,0,0,1,1,1.0,1.0
430,1,Enron,0,0,0,1,1,1.0,1.0
431,1,Enron,0,0,0,1,1,0.0,0.0
432,1,Enron,0,0,0,1,1,1.0,1.0
433,1,Enron,0,0,0,1,1,1.0,1.0
434,1,Enron,0,0,0,1,1,1.0,1.0
435,1,Enron,0,0,0,1,1,1.0,1.0
436,1,Enron,0,0,0,1,1,1.0,1.0
437,1,Enron,0,0,0,1,1,1.0,1.0
438,1,Enron,0,0,0,1,1,1.0,1.0
439,1,Enron,0,0,0,1,1,1.0,1.0
440,1,Enron,0,0,0,1,1,1.0,1.0
441,1,Enron,0,0,0,1,1,1.0,0.0
442,1,Enron,0,0,0,1,1,1.0,1.0
443,1,Enron,0,0,0,1,1,1.0,1.0
444,1,Enron,0,0,0,1,1,1.0,1.0
445,1,Enron,0,0,0,1,1,1.0,1.0
446,1,Enron,0,0,0,1,1,1.0,1.0
447,1,Enron,1,1,1,0,0,1.0,0.0
448,1,Enron,0,0,0,1,1,1.0,1.0
449,1,Enron,0,0,0,1,1,1.0,1.0
450,0,Enron,0,0,0,1,1,1.0,1.0
451,0,Enron,0,0,0,1,1,1.0,1.0
452,0,Enron,0,0,0,1,1,1.0,1.0
453,0,Enron,0,0,0,1,1,1.0,1.0
454,0,Enron,0,0,0,1,1,1.0,1.0
455,0,Enron,0,0,0,1,1,1.0,1.0
456,0,Enron,0,0,0,1,1,1.0,1.0
457,0,Enron,0,0,0,1,1,1.0,1.0
458,0,Enron,0,0,0,1,1,1.0,1.0
459,0,Enron,0,0,0,1,1,1.0,1.0
460,0,Enron,0,0,0,1,1,1.0,1.0
461,0,Enron,0,0,0,1,1,1.0,1.0
462,0,Enron,0,0,0,1,1,1.0,1.0
463,0,Enron,0,0,0,1,1,1.0,1.0
464,0,Enron,0,0,0,1,1,1.0,1.0
465,0,Enron,0,0,0,1,1,1.0,1.0
466,0,Enron,0,0,0,1,1,1.0,1.0
467,0,Enron,0,0,0,1,1,1.0,1.0
468,0,Enron,0,0,0,1,1,1.0,1.0
469,0,Enron,0,0,0,1,1,1.0,1.0
470,0,Enron,0,0,0,1,1,1.0,1.0
471,0,Enron,0,0,0,1,1,1.0,1.0
472,0,Enron,0,0,0,1,1,1.0,1.0
473,0,Enron,0,0,0,1,1,1.0,1.0
474,0,Enron,0,0,0,1,1,1.0,1.0
475,0,Enron,0,0,0,1,1,1.0,1.0
476,0,Enron,0,0,0,1,1,1.0,1.0
477,0,Enron,0,0,0,1,1,1.0,1.0
478,0,Enron,0,0,0,1,1,1.0,1.0
479,0,Enron,0,0,0,1,1,1.0,1.0
480,0,Enron,0,0,0,1,1,1.0,1.0
481,0,Enron,0,0,0,1,1,1.0,1.0
482,0,Enron,0,0,0,1,1,1.0,1.0
483,0,Enron,0,0,0,1,1,1.0,1.0
484,0,Enron,0,0,0,1,1,1.0,1.0
485,0,Enron,0,0,0,1,1,1.0,1.0
486,0,Enron,0,0,0,1,1,1.0,1.0
