email_id,true_label,source,phishing_characteristics,phishing_persuasion,phishing_final_assessment,etiquette,content,personalization,personalization_persuasion
253,0,CEAS_08,0,0,0,1,1,0,1
254,0,CEAS_08,0,0,0,1,1,0,1
255,0,CEAS_08,0,0,0,1,1,0,1
256,0,CEAS_08,0,0,0,1,1,0,1
257,0,CEAS_08,0,0,0,1,1,0,1
258,0,CEAS_08,0,0,0,1,1,0,1
259,0,CEAS_08,0,0,0,1,1,0,0
260,0,CEAS_08,0,0,0,1,1,1,1
261,0,CEAS_08,0,0,0,1,1,0,1
262,0,CEAS_08,0,0,0,1,1,0,1
263,0,CEAS_08,0,0,0,1,1,0,1
264,0,CEAS_08,0,0,0,1,1,0,1
265,0,CEAS_08,0,0,0,1,1,1,1
266,0,CEAS_08,0,0,0,1,1,0,1
267,0,CEAS_08,0,0,0,1,1,0,1
268,0,CEAS_08,0,0,0,1,1,0,1
269,0,CEAS_08,0,0,0,1,1,1,1
270,0,CEAS_08,0,0,0,1,1,0,1
271,0,CEAS_08,0,0,0,1,1,1,1
272,0,CEAS_08,0,0,0,1,1,0,1
273,0,CEAS_08,0,0,0,1,1,0,1
274,0,CEAS_08,0,0,0,1,1,0,1
275,0,CEAS_08,0,0,0,1,1,0,1
276,0,CEAS_08,0,0,0,1,1,0,1
277,0,CEAS_08,0,0,0,1,1,0,1
278,0,CEAS_08,0,0,0,1,1,0,1
279,0,CEAS_08,0,0,0,1,1,0,1
280,0,CEAS_08,0,0,0,1,1,0,1
281,0,CEAS_08,0,0,0,1,1,0,1
282,0,CEAS_08,0,0,0,1,1,0,1
283,0,CEAS_08,0,0,0,1,1,0,1
284,0,CEAS_08,0,0,0,1,1,0,1
285,0,CEAS_08,1,0,1,0,1,0,1
286,0,CEAS_08,0,0,0,1,1,0,1
287,0,CEAS_08,0,0,0,1,1,0,1
288,0,CEAS_08,0,0,0,1,1,0,1
289,0,CEAS_08,0,0,0,1,1,0,1
290,0,CEAS_08,0,0,0,1,1,0,1
291,0,CEAS_08,0,0,0,1,1,0,1
292,0,CEAS_08,0,0,0,1,1,0,1
293,0,CEAS_08,0,0,0,1,1,0,1
294,0,CEAS_08,0,0,0,1,1,0,1
295,0,CEAS_08,0,0,0,1,1,0,1
296,0,CEAS_08,0,0,0,1,1,0,1
297,0,CEAS_08,0,0,0,1,1,0,1
298,0,CEAS_08,0,0,0,1,1,0,1
299,0,CEAS_08,0,0,0,1,1,0,1
300,0,CEAS_08,0,0,0,1,1,0,1
301,0,CEAS_08,0,0,0,1,1,1,1
302,0,CEAS_08,0,0,0,1,1,0,1
303,0,CEAS_08,0,0,0,1,1,0,1
304,0,CEAS_08,0,0,0,1,1,0,1
305,0,CEAS_08,0,0,0,1,1,0,1
306,0,CEAS_08,0,0,0,1,1,0,1
307,0,CEAS_08,0,0,0,1,1,0,1
308,0,CEAS_08,0,0,0,1,1,0,1
309,0,CEAS_08,0,0,0,1,1,0,1
310,0,CEAS_08,0,0,0,1,1,0,1
311,0,CEAS_08,0,0,0,1,1,0,1
312,0,CEAS_08,0,0,0,1,0,0,1
313,0,CEAS_08,0,0,0,1,1,1,1
314,0,CEAS_08,0,0,0,1,1,0,1
315,0,CEAS_08,0,0,0,1,1,0,1
316,0,CEAS_08,0,0,0,1,1,0,1
317,0,CEAS_08,0,0,0,1,1,1,1
318,0,CEAS_08,0,0,0,1,1,0,1
319,0,CEAS_08,0,0,0,1,1,0,1
320,0,CEAS_08,0,0,0,1,1,0,1
321,0,CEAS_08,0,0,0,1,1,1,1
322,0,CEAS_08,0,0,0,1,1,0,1
323,0,CEAS_08,0,0,0,1,1,0,1
324,0,CEAS_08,0,0,0,1,1,0,1
325,0,CEAS_08,0,0,0,1,1,0,1
326,0,CEAS_08,0,0,0,1,1,0,1
327,0,CEAS_08,0,0,0,1,1,0,1
328,0,CEAS_08,0,0,0,1,1,1,1
329,0,CEAS_08,0,0,0,1,1,0,1
330,0,CEAS_08,0,0,0,1,1,0,1
331,0,CEAS_08,0,0,0,1,1,0,1
332,0,CEAS_08,0,0,0,1,1,0,1
333,0,CEAS_08,0,0,0,1,1,0,1
334,0,CEAS_08,0,0,0,1,1,1,1
335,0,CEAS_08,0,0,0,1,1,0,1
336,0,CEAS_08,0,0,0,1,1,0,1
337,0,CEAS_08,0,0,0,1,1,0,1
338,0,CEAS_08,0,0,0,1,1,0,1
339,0,CEAS_08,0,0,0,1,1,0,1
340,0,CEAS_08,0,0,0,1,1,0,1
341,0,CEAS_08,0,0,0,1,1,0,1
342,0,CEAS_08,1,1,1,1,1,0,1
343,0,CEAS_08,0,0,0,1,1,0,1
344,0,CEAS_08,0,0,0,1,1,0,1
345,0,CEAS_08,0,0,0,1,1,0,1
346,0,CEAS_08,0,0,0,1,1,0,1
347,0,CEAS_08,0,0,0,1,1,0,1
348,0,CEAS_08,0,0,0,1,1,1,1
349,0,CEAS_08,0,0,0,1,1,0,1
350,0,CEAS_08,0,0,0,1,1,0,1
351,0,CEAS_08,0,0,0,1,1,1,1
352,0,CEAS_08,0,0,0,1,1,0,1
353,0,CEAS_08,0,0,0,1,1,0,1
354,0,CEAS_08,0,0,0,1,1,0,1
355,0,CEAS_08,0,0,0,1,1,0,1
356,0,CEAS_08,0,0,0,1,1,0,1
357,0,CEAS_08,0,0,0,1,1,0,1
358,0,CEAS_08,0,0,0,1,1,0,1
359,0,CEAS_08,0,0,0,1,1,0,1
360,0,CEAS_08,0,0,0,1,1,1,1
361,0,CEAS_08,0,0,0,1,1,1,1
362,0,CEAS_08,0,0,0,1,1,0,1
363,0,CEAS_08,0,0,0,1,1,0,1
364,0,CEAS_08,0,0,0,1,1,0,1
365,0,CEAS_08,0,0,0,1,1,0,1
366,0,CEAS_08,0,0,0,1,1,0,1
367,0,CEAS_08,0,0,0,1,1,0,1
368,0,CEAS_08,0,0,0,1,1,0,1
369,0,CEAS_08,0,0,0,1,1,0,1
370,0,CEAS_08,0,0,0,1,1,1,1
371,0,CEAS_08,0,0,0,1,1,0,1
372,0,CEAS_08,0,0,0,1,1,0,1
373,0,CEAS_08,0,0,0,1,0,0,1
374,0,CEAS_08,0,0,0,1,1,0,1
375,1,Enron,0,0,0,0,1,0,1
376,1,Enron,0,1,1,1,1,0,1
377,1,Enron,1,1,1,0,1,0,1
378,1,Enron,1,1,1,1,1,0,1
379,1,Enron,0,0,0,1,1,0,1
380,1,Enron,1,1,1,1,1,0,1
381,1,Enron,1,0,1,1,0,0,1
382,1,Enron,1,1,1,0,1,0,1
383,1,Enron,0,1,1,0,0,0,1
384,1,Enron,0,0,0,1,1,0,1
385,1,Enron,0,1,1,1,1,0,0
386,1,Enron,1,1,1,0,0,0,1
387,1,Enron,0,0,0,1,1,0,1
388,1,Enron,0,0,0,1,1,0,1
389,1,Enron,1,1,1,0,0,0,0
390,1,Enron,1,1,1,0,0,0,0
391,1,Enron,1,1,1,1,1,0,1
392,1,Enron,1,0,1,0,1,0,1
393,1,Enron,0,0,0,1,1,0,1
394,1,Enron,0,1,1,1,1,0,1
395,1,Enron,0,0,0,1,1,0,1
396,1,Enron,1,1,1,0,0,0,1
397,1,Enron,1,1,1,1,1,0,1
398,1,Enron,1,1,1,1,1,0,1
399,1,Enron,1,1,1,1,1,0,1
400,1,Enron,0,0,0,1,1,0,0
401,1,Enron,0,0,0,1,1,0,1
402,1,Enron,1,1,1,0,0,0,0
403,1,Enron,0,0,0,1,1,0,1
404,1,Enron,1,1,1,0,0,0,1
405,1,Enron,1,1,1,0,1,0,1
406,1,Enron,0,1,1,1,1,0,1
407,1,Enron,0,1,1,1,1,0,1
408,1,Enron,0,0,0,0,1,0,0
409,1,Enron,0,0,0,0,1,0,1
410,1,Enron,0,1,1,1,1,0,1
411,1,Enron,0,0,0,1,1,0,1
412,1,Enron,1,1,1,0,1,0,1
413,1,Enron,1,1,1,0,0,0,0
414,1,Enron,0,0,0,0,0,0,1
415,1,Enron,1,1,1,1,1,0,1
416,1,Enron,1,1,1,0,0,0,0
417,1,Enron,1,1,1,0,1,0,1
418,1,Enron,0,0,0,1,1,0,0
419,1,Enron,0,0,0,1,1,0,1
420,1,Enron,1,0,1,0,1,0,1
421,1,Enron,1,1,1,0,0,0,1
422,1,Enron,1,1,1,1,1,0,1
423,1,Enron,0,0,0,0,1,0,1
424,1,Enron,1,1,1,1,1,0,1
425,1,Enron,1,1,1,0,1,0,0
426,1,Enron,1,1,1,0,0,0,0
427,1,Enron,1,1,1,0,0,0,1
428,1,Enron,0,0,0,0,0,0,1
429,1,Enron,0,0,0,1,1,0,1
430,1,Enron,0,0,0,0,0,0,1
431,1,Enron,1,1,1,1,1,0,1
432,1,Enron,1,0,1,1,1,0,1
433,1,Enron,1,1,1,0,0,0,1
434,1,Enron,0,1,1,0,0,0,1
435,1,Enron,0,0,0,1,1,0,1
436,1,Enron,1,1,1,0,0,0,0
437,1,Enron,1,1,1,0,0,0,1
438,1,Enron,0,1,1,1,1,0,1
439,1,Enron,0,0,0,1,1,0,1
440,1,Enron,0,1,1,0,0,0,0
441,1,Enron,1,1,1,0,0,0,1
442,1,Enron,0,1,1,1,1,0,1
443,1,Enron,0,1,1,1,1,0,1
444,1,Enron,0,1,1,1,1,0,1
445,1,Enron,1,1,1,0,1,0,1
446,1,Enron,0,0,0,0,1,0,1
447,1,Enron,1,1,1,0,0,0,0
448,1,Enron,0,1,1,0,1,0,1
449,1,Enron,1,1,1,0,1,0,1
450,0,Enron,0,0,0,1,1,0,1
451,0,Enron,0,0,0,1,1,0,1
452,0,Enron,0,0,0,1,1,1,1
453,0,Enron,0,0,0,1,1,0,1
454,0,Enron,0,0,0,1,1,0,1
455,0,Enron,0,0,0,1,1,1,1
456,0,Enron,0,0,0,1,1,0,1
457,0,Enron,0,0,0,1,1,0,1
458,0,Enron,0,0,0,1,1,0,1
459,0,Enron,0,0,0,1,1,0,1
460,0,Enron,0,0,0,1,1,0,1
461,0,Enron,0,0,0,1,1,1,1
462,0,Enron,0,0,0,0,1,0,1
463,0,Enron,0,0,0,1,1,0,1
464,0,Enron,0,0,0,1,1,0,1
465,0,Enron,0,0,0,1,1,0,1
466,0,Enron,0,0,0,1,1,1,1
467,0,Enron,0,0,0,1,1,0,1
468,0,Enron,0,0,0,1,1,0,1
469,0,Enron,0,0,0,1,1,0,1
470,0,Enron,0,0,0,1,1,0,1
471,0,Enron,0,0,0,1,1,0,1
472,0,Enron,0,0,0,1,1,1,1
473,0,Enron,0,0,0,1,1,0,1
474,0,Enron,0,0,0,1,1,1,1
475,0,Enron,0,0,0,1,1,0,1
476,0,Enron,0,0,0,1,0,0,1
477,0,Enron,0,0,0,1,1,1,1
478,0,Enron,0,0,0,1,1,0,1
479,0,Enron,0,0,0,1,1,0,1
480,0,Enron,0,0,0,1,1,0,1
481,0,Enron,0,0,0,1,1,1,1
482,0,Enron,0,0,0,1,1,0,1
483,0,Enron,0,1,1,1,1,0,1
484,0,Enron,0,0,0,1,1,0,1
485,0,Enron,0,0,0,1,1,1,1
486,0,Enron,0,0,0,1,1,0,1
487,0,Enron,0,0,0,1,1,0,1
488,0,Enron,0,0,0,1,1,0,1
489,0,Enron,0,0,0,1,1,0,1
490,0,Enron,0,0,0,1,1,0,1
491,0,Enron,0,0,0,1,1,0,1
492,0,Enron,0,0,0,0,1,0,1
493,0,Enron,0,0,0,1,1,0,1
494,0,Enron,0,0,0,1,1,0,1
495,0,Enron,0,0,0,1,1,0,1
496,0,Enron,0,0,0,1,1,0,1
497,0,Enron,0,0,0,1,1,0,1
498,0,Enron,0,0,0,1,1,1,1
499,0,Enron,0,0,0,1,1,0,1
500,0,Enron,0,0,0,1,1,0,1
501,0,Enron,0,0,0,1,1,0,1
502,0,Enron,0,0,0,1,1,0,1
503,0,Enron,0,0,0,1,1,0,1
504,0,Enron,0,0,0,0,1,0,1
505,0,Enron,0,0,0,1,1,0,1
506,0,Enron,0,0,0,1,1,1,1
507,0,Enron,0,0,0,1,1,0,1
508,0,Enron,0,0,0,1,1,1,1
509,0,Enron,0,0,0,1,1,0,1
510,0,Enron,0,0,0,1,1,0,1
511,0,Enron,0,0,0,1,1,0,1
512,0,Enron,0,0,0,1,1,0,1
513,0,Enron,0,0,0,1,1,0,1
514,0,Enron,0,0,0,1,1,0,1
515,0,Enron,0,0,0,1,1,0,1
516,0,Enron,0,0,0,1,1,0,1
517,0,Enron,0,0,0,1,1,0,1
518,0,Enron,0,0,0,1,1,0,1
519,0,Enron,0,0,0,1,1,0,1
520,0,Enron,0,0,0,1,1,0,1
521,0,Enron,0,0,0,1,1,1,1
522,0,Enron,0,0,0,1,1,0,1
523,0,Enron,0,0,0,1,1,0,1
524,0,Enron,0,0,0,1,1,0,1
525,0,Enron,0,0,0,1,1,0,1
526,0,Enron,0,0,0,1,1,0,1
527,0,Enron,0,0,0,1,1,0,1
528,0,Enron,0,0,0,1,1,0,1
529,0,Enron,0,0,0,1,1,1,1
530,0,Enron,0,0,0,1,1,0,1
531,0,Enron,0,0,0,1,0,0,1
532,0,Enron,0,0,0,1,1,1,1
533,0,Enron,0,0,0,1,1,0,1
534,0,Enron,0,0,0,1,1,0,1
535,0,Enron,0,0,0,1,1,1,1
536,0,Enron,0,0,0,1,1,0,1
537,0,Enron,0,0,0,1,1,0,1
538,0,Enron,0,0,0,0,1,0,1
539,0,Enron,0,0,0,1,1,0,1
540,0,Enron,0,0,0,1,1,0,1
541,0,Enron,0,0,0,1,1,0,1
542,0,Enron,0,0,0,1,1,1,1
543,0,Enron,0,0,0,1,1,1,1
544,0,Enron,0,0,0,1,1,0,1
545,0,Enron,0,0,0,1,1,0,1
546,0,Enron,0,1,1,0,1,0,1
547,0,Enron,0,0,0,1,1,0,1
548,0,Enron,0,0,0,0,1,0,1
549,0,Enron,0,0,0,1,1,0,1
550,0,Enron,0,0,0,0,1,0,1
551,0,Enron,0,0,0,0,1,0,1
552,0,Enron,0,0,0,1,1,0,1
553,0,Enron,0,0,0,1,1,0,1
554,0,Enron,0,0,0,1,1,0,1
555,0,Enron,0,0,0,1,1,0,1
556,0,Enron,0,0,0,1,1,0,1
557,0,Enron,0,0,0,1,1,0,1
558,0,Enron,0,0,0,1,1,0,1
559,0,Enron,0,0,0,1,1,1,1
560,0,Enron,0,0,0,1,1,0,1
561,0,Enron,0,0,0,1,1,0,1
562,0,Enron,0,0,0,1,1,0,1
563,0,Enron,0,0,0,1,1,0,1
564,0,Enron,0,0,0,1,1,0,1
565,0,Enron,0,0,0,1,1,0,1
566,0,Enron,0,0,0,0,1,0,1
567,0,Enron,0,0,0,1,1,0,1
568,0,Enron,0,0,0,1,1,0,1
569,0,Enron,0,0,0,1,1,0,1
570,0,Enron,0,0,0,1,1,0,1
571,0,Enron,0,0,0,1,1,0,1
572,0,Enron,0,0,0,1,1,0,1
573,0,Enron,0,0,0,1,1,0,1
574,0,Enron,0,0,0,1,1,0,1
575,0,Enron,0,0,0,1,1,0,1
